aX,aY,aZ,gX,gY,gZ
-1.132,0.086,0.099,20.142,-35.095,-30.762
-1.000,0.182,-0.334,-5.676,-54.688,-38.818
-0.867,0.222,-0.754,-12.024,-57.861,-39.856
-0.800,0.253,-0.982,-13.184,-42.358,-35.278
-0.809,0.341,-0.956,-18.555,-18.677,-28.137
-0.815,0.356,-0.738,-14.038,3.662,-19.836
-0.832,0.356,-0.466,-2.502,21.423,-10.315
-0.847,0.331,-0.247,5.981,33.936,0.244
-0.915,0.305,-0.126,8.240,39.307,10.376
-0.996,0.251,-0.032,7.446,34.973,17.761
-1.047,0.169,0.010,7.996,22.461,20.020
-1.091,0.128,-0.010,9.277,10.193,19.409
-1.118,0.111,-0.054,8.667,2.930,17.395
-1.117,0.089,-0.092,5.249,0.732,14.282
-1.086,0.066,-0.120,0.793,2.319,10.437
-1.040,0.050,-0.157,-2.197,4.028,6.165
-0.996,0.059,-0.173,-3.845,4.028,1.709
-0.968,0.089,-0.187,-5.737,3.479,-1.404
-0.941,0.103,-0.198,-6.287,2.991,-2.869
-0.914,0.123,-0.215,-5.859,1.648,-3.540
-0.894,0.146,-0.239,-4.272,-0.732,-3.235
-0.883,0.163,-0.275,-1.770,-2.136,-2.502
-0.871,0.176,-0.312,0.671,-1.648,-1.892
-0.869,0.188,-0.340,1.709,1.038,-0.854
-0.867,0.190,-0.351,3.296,5.615,0.061
-0.866,0.178,-0.354,5.005,10.864,0.793
-0.872,0.169,-0.343,6.470,15.808,1.343
-0.884,0.166,-0.325,7.141,19.836,1.892
-0.893,0.155,-0.296,8.179,23.193,1.831
-0.908,0.152,-0.269,7.751,24.597,1.526
-0.924,0.155,-0.250,5.310,23.987,0.732
-0.936,0.155,-0.238,2.686,22.278,-0.488
-0.953,0.162,-0.238,0.305,20.142,-1.587
-0.971,0.173,-0.233,-1.038,18.127,-2.075
-0.987,0.182,-0.226,-1.221,16.907,-2.075
-0.993,0.188,-0.216,-1.587,16.235,-2.197
-0.995,0.186,-0.201,-2.014,14.832,-2.197
-0.993,0.192,-0.181,-2.075,12.512,-1.770
-1.000,0.188,-0.170,-0.977,8.911,-0.732
-1.005,0.177,-0.164,1.099,5.615,0.366
-1.002,0.176,-0.163,1.526,3.906,1.526
-0.999,0.170,-0.167,0.061,2.869,2.441
-0.988,0.161,-0.172,-2.502,1.587,2.563
-0.978,0.149,-0.186,-3.723,0.061,2.441
-0.969,0.150,-0.200,-3.784,-1.709,1.831
-0.968,0.155,-0.214,-3.540,-1.953,1.099
-0.963,0.158,-0.221,-3.357,-1.221,0.916
-0.952,0.162,-0.223,-2.441,-0.244,0.549
-0.940,0.163,-0.227,-0.610,0.122,0.183
-0.933,0.170,-0.230,0.977,0.305,0.183
-0.933,0.178,-0.226,2.502,0.671,0.488
-0.935,0.180,-0.220,4.150,1.587,1.160
-0.936,0.185,-0.211,4.761,2.380,2.136
-0.939,0.179,-0.204,4.944,3.052,2.808
-0.943,0.173,-0.207,4.639,3.784,2.869
-0.943,0.170,-0.215,3.418,4.211,2.563
-0.945,0.160,-0.225,2.441,4.761,2.197
-0.946,0.151,-0.235,1.648,5.554,1.648
-0.948,0.146,-0.235,0.977,7.141,1.282
-0.950,0.143,-0.223,1.221,8.423,1.099
-0.951,0.142,-0.211,1.770,8.606,0.977
-0.951,0.144,-0.210,2.319,7.324,1.038
-0.954,0.155,-0.210,2.502,5.432,1.221
-0.961,0.168,-0.212,2.258,4.150,1.160
-0.964,0.173,-0.209,1.892,3.601,1.465
-0.963,0.180,-0.206,0.671,3.418,1.343
-0.959,0.186,-0.202,-0.427,3.601,1.587
-0.951,0.182,-0.203,-1.343,3.540,1.831
-0.946,0.177,-0.205,-2.197,2.380,2.197
-0.946,0.166,-0.214,-2.625,1.099,2.563
-0.951,0.164,-0.225,-2.258,-0.183,2.930
-0.956,0.162,-0.231,-1.526,-1.038,2.625
-0.957,0.159,-0.232,-0.977,-0.610,2.075
-0.957,0.162,-0.225,-1.648,0.244,1.770
-0.956,0.165,-0.221,-1.526,1.099,1.221
-0.951,0.174,-0.214,-0.183,1.343,0.671
-0.945,0.180,-0.213,1.709,1.770,1.221
-0.941,0.180,-0.217,3.113,1.953,1.831
-0.938,0.177,-0.224,4.211,2.075,2.502

-0.022,-0.265,2.467,-35.339,-113.525,-2.808
-0.025,-0.335,2.453,-46.692,-141.907,-8.667
-0.036,-0.375,2.403,-58.777,-161.194,-19.104
-0.026,-0.349,2.387,-71.472,-171.692,-31.250
0.000,-0.304,2.433,-80.994,-178.528,-41.321
0.029,-0.258,2.490,-84.045,-187.134,-46.570
0.093,-0.201,2.562,-80.627,-202.026,-48.523
0.134,-0.170,2.573,-75.378,-223.755,-46.631
0.172,-0.180,2.470,-72.388,-249.390,-45.532
0.217,-0.139,2.301,-75.378,-275.574,-46.936
0.269,-0.089,2.146,-81.848,-300.659,-49.255
0.344,-0.056,2.037,-87.280,-322.571,-48.584
0.359,-0.039,1.929,-89.905,-340.759,-43.396
0.347,-0.030,1.739,-87.769,-359.924,-36.621
0.351,-0.005,1.473,-79.041,-379.517,-33.813
0.352,0.030,1.183,-65.491,-396.973,-33.875
0.356,0.080,0.891,-50.110,-408.813,-35.583
0.386,0.187,0.742,-36.072,-408.630,-36.743
0.370,0.156,0.550,-23.865,-395.691,-34.668
0.353,0.177,0.389,-22.766,-383.911,-31.067
0.372,0.208,0.335,-26.184,-381.958,-24.109
0.441,0.242,0.132,-27.649,-391.418,-21.667
0.471,0.242,-0.068,-28.809,-399.109,-20.630
0.529,0.283,-0.328,-34.668,-408.081,-22.705
0.567,0.296,-0.663,-44.922,-411.926,-27.039
0.587,0.287,-0.980,-60.303,-400.269,-29.419
0.555,0.253,-1.254,-73.364,-372.375,-24.414
0.460,0.224,-1.479,-77.454,-328.613,-12.634
0.377,0.155,-1.651,-68.909,-276.611,2.930
0.290,0.042,-1.743,-50.537,-229.370,17.883
0.212,-0.054,-1.701,-32.898,-190.308,28.198
0.075,-0.195,-1.661,-20.386,-158.691,34.058
-0.045,-0.242,-1.596,-17.456,-135.315,35.522
-0.160,-0.243,-1.486,-18.005,-112.915,34.119
-0.320,-0.256,-1.388,-17.761,-85.876,32.471
-0.482,-0.212,-1.224,-23.132,-54.871,31.311
-0.657,-0.151,-1.051,-29.175,-23.682,29.175
-0.850,-0.029,-0.794,-28.137,-4.700,24.536
-0.973,0.062,-0.510,-11.292,-2.991,14.832
-1.059,0.109,-0.237,13.794,-7.385,1.892
-1.135,0.191,0.030,32.288,-12.939,-6.104
-1.157,0.241,0.184,42.542,-24.597,-10.803
-1.097,0.281,0.132,47.485,-42.297,-13.489
-1.023,0.350,-0.066,42.664,-58.533,-12.085
-0.914,0.361,-0.334,33.630,-68.115,-8.728
-0.838,0.309,-0.588,23.743,-66.650,-5.493
-0.766,0.267,-0.784,13.062,-54.382,-1.343
-0.725,0.209,-0.909,5.493,-31.433,2.869
-0.730,0.138,-0.981,2.991,-3.784,6.348
-0.757,0.115,-0.925,-3.723,21.729,7.202
-0.807,0.132,-0.699,-10.681,42.725,7.019
-0.898,0.167,-0.370,-13.000,52.246,7.690
-0.961,0.183,-0.094,-10.254,49.744,9.583
-1.022,0.209,0.051,-4.333,39.307,11.047
-1.093,0.221,0.107,1.709,25.574,11.353
-1.128,0.235,0.119,3.357,12.878,9.277
-1.117,0.229,0.092,0.488,3.723,5.493
-1.085,0.226,0.028,-4.395,-2.625,1.343
-1.035,0.213,-0.058,-8.850,-7.324,-1.587
-0.978,0.200,-0.151,-11.536,-11.047,-2.991
-0.921,0.190,-0.235,-11.658,-12.939,-3.662
-0.884,0.179,-0.294,-10.559,-13.245,-3.113
-0.856,0.161,-0.336,-9.888,-11.658,-2.197
-0.847,0.148,-0.376,-10.803,-8.545,-0.549
-0.845,0.144,-0.408,-10.437,-5.310,0.610
-0.859,0.143,-0.424,-8.667,-2.197,1.648
-0.897,0.155,-0.407,-3.174,6.531,2.197
-0.911,0.167,-0.379,-0.244,11.475,2.075
-0.935,0.180,-0.341,2.258,15.442,1.404
-0.949,0.199,-0.281,4.150,18.616,-0.122
-0.960,0.209,-0.234,4.333,19.897,-1.892
-0.968,0.227,-0.214,3.845,19.592,-3.235
-0.964,0.244,-0.206,3.784,16.968,-4.333
-0.955,0.258,-0.209,4.822,13.062,-3.662
-0.948,0.261,-0.220,6.592,8.728,-1.709
-0.941,0.252,-0.240,7.568,4.944,1.282
-0.935,0.239,-0.267,7.568,2.991,3.723
-0.928,0.214,-0.297,6.287,2.930,4.944
-0.923,0.193,-0.323,3.296,4.395,4.639
-0.923,0.181,-0.328,-0.305,6.165,3.540
-0.927,0.177,-0.329,-3.479,7.812,2.441
-0.931,0.166,-0.322,-5.005,9.216,1.831
-0.939,0.169,-0.294,-5.676,9.094,1.587
-0.949,0.173,-0.257,-4.822,7.568,1.404
-0.959,0.181,-0.227,-4.517,6.165,1.404
-0.961,0.195,-0.199,-5.432,4.272,1.709
-0.961,0.201,-0.184,-5.432,1.831,1.831
-0.962,0.212,-0.184,-4.883,-0.854,2.197
-0.959,0.217,-0.200,-4.211,-2.502,2.197
-0.953,0.214,-0.216,-4.028,-2.869,2.380
-0.948,0.204,-0.236,-4.089,-2.380,2.747
-0.940,0.195,-0.259,-4.211,-1.648,2.686
-0.933,0.182,-0.281,-4.028,-0.854,2.380
-0.922,0.175,-0.301,-3.540,0.305,2.014
-0.913,0.175,-0.318,-2.319,1.038,1.892
-0.908,0.182,-0.320,-0.366,1.953,1.892
-0.909,0.187,-0.310,2.197,3.418,2.502
-0.916,0.194,-0.294,3.540,4.639,2.869
-0.930,0.202,-0.278,3.845,6.042,2.991
-0.941,0.200,-0.261,3.906,7.690,3.052
-0.946,0.200,-0.246,3.296,8.972,2.747
-0.945,0.195,-0.239,2.563,9.460,2.197
-0.940,0.187,-0.242,2.197,9.705,2.136
-0.935,0.182,-0.248,2.258,8.911,2.197
-0.931,0.177,-0.254,2.808,7.874,2.502
-0.929,0.174,-0.260,3.723,7.019,3.052
-0.929,0.171,-0.266,4.456,6.287,3.479
-0.929,0.174,-0.275,4.395,5.615,2.869
-0.931,0.173,-0.279,3.906,5.676,2.625
-0.936,0.173,-0.282,3.174,5.615,2.502
-0.943,0.178,-0.279,2.563,5.737,2.075
-0.947,0.186,-0.270,2.197,6.226,1.770
-0.948,0.198,-0.250,0.732,6.714,1.465
-0.951,0.201,-0.239,-0.366,7.324,1.221
-0.951,0.215,-0.221,-1.831,7.263,1.343
-0.951,0.216,-0.215,-2.686,6.714,1.221
-0.946,0.218,-0.214,-3.479,5.310,1.587
-0.944,0.219,-0.224,-3.723,2.991,1.953
-0.945,0.214,-0.233,-3.052,1.099,2.258

0.130,-0.220,2.411,-20.081,-83.679,-1.709
0.116,-0.238,2.549,-29.114,-111.816,-6.104
0.113,-0.250,2.688,-39.734,-139.038,-11.963
0.091,-0.291,2.882,-54.626,-168.274,-20.508
0.074,-0.353,3.003,-68.481,-202.087,-31.982
0.154,-0.269,3.174,-79.346,-239.563,-46.143
0.206,-0.175,3.375,-86.182,-280.884,-59.753
0.240,-0.186,3.380,-95.154,-327.454,-71.960
0.269,-0.134,3.242,-109.253,-371.582,-81.055
0.307,-0.083,2.984,-122.253,-409.363,-86.121
0.332,-0.011,2.565,-130.798,-435.730,-86.182
0.358,0.058,2.103,-131.287,-444.214,-78.613
0.367,0.120,1.733,-123.352,-438.721,-64.209
0.384,0.125,1.438,-108.521,-431.824,-46.814
0.437,0.151,1.277,-91.370,-428.833,-32.288
0.531,0.230,1.304,-71.594,-429.199,-20.142
0.569,0.146,1.157,-55.786,-439.819,-10.010
0.647,0.144,0.891,-48.767,-459.656,-3.540
0.707,0.165,0.564,-29.663,-478.088,-7.080
0.803,0.207,-0.163,-32.837,-467.407,-10.681
0.830,0.254,-0.464,-46.692,-443.542,-9.949
0.870,0.285,-0.671,-56.946,-408.142,-3.296
0.879,0.268,-0.821,-55.481,-369.507,5.676
0.902,0.273,-0.881,-47.363,-330.383,16.541
0.873,0.173,-0.963,-40.283,-300.659,27.161
0.826,0.127,-1.044,-40.405,-284.302,33.752
0.707,0.102,-1.173,-39.795,-271.240,37.170
0.577,0.061,-1.337,-35.095,-258.423,38.269
0.479,0.007,-1.493,-29.297,-245.667,39.734
0.351,-0.104,-1.622,-20.935,-226.440,41.992
0.189,-0.198,-1.749,-15.381,-196.411,44.678
0.033,-0.228,-1.839,-15.991,-151.611,46.143
-0.143,-0.287,-1.947,-22.949,-84.534,46.082
-0.263,-0.267,-1.861,-36.438,-3.540,46.143
-0.446,-0.222,-1.262,-45.044,51.453,44.800
-0.713,-0.227,-0.499,-22.583,40.466,38.757
-0.844,-0.285,-0.021,24.414,-17.090,24.048
-1.010,-0.129,-0.044,61.218,-70.496,11.536
-1.126,0.042,-0.340,80.811,-96.619,5.981
-1.144,0.048,-0.710,79.590,-91.187,-0.061
-1.068,0.084,-0.925,50.476,-67.261,-5.066
-0.934,0.099,-1.057,26.428,-33.875,-9.583
-0.840,0.111,-1.154,20.020,1.770,-12.024
-0.758,0.151,-1.145,17.517,38.513,-12.329
-0.769,0.186,-0.908,9.338,70.984,-11.597
-0.853,0.266,-0.443,-11.841,81.421,-9.338
-0.945,0.271,-0.024,-28.381,69.824,-6.470
-1.025,0.318,0.168,-24.292,47.913,6.775
-1.206,0.382,0.129,4.333,4.944,12.390
-1.201,0.326,0.090,8.728,-4.761,14.282
-1.162,0.260,0.044,6.287,-7.874,13.794
-1.111,0.194,-0.027,1.465,-10.559,10.803
-1.042,0.138,-0.127,-3.357,-14.099,6.348
-0.978,0.096,-0.235,-6.104,-17.395,2.563
-0.917,0.065,-0.315,-8.301,-18.860,0.000
-0.885,0.045,-0.354,-9.583,-18.127,-1.831
-0.867,0.050,-0.371,-10.742,-14.709,-2.380
-0.864,0.071,-0.381,-10.986,-9.033,-2.319
-0.864,0.104,-0.372,-8.240,-3.906,-1.526
-0.870,0.128,-0.355,-3.357,-0.488,0.122
-0.879,0.148,-0.326,1.770,3.540,1.282
-0.889,0.170,-0.298,4.517,7.324,0.671
-0.893,0.196,-0.265,5.493,10.925,-1.099
-0.898,0.210,-0.239,6.775,13.245,-2.319
-0.901,0.213,-0.220,8.789,13.977,-3.357
-0.905,0.215,-0.204,11.169,13.123,-3.784
-0.911,0.210,-0.203,11.902,11.597,-3.357
-0.915,0.199,-0.223,11.047,8.972,-2.808
-0.916,0.195,-0.256,9.338,6.226,-2.502
-0.924,0.188,-0.287,8.362,5.066,-2.319
-0.929,0.180,-0.316,6.592,5.676,-2.197
-0.931,0.171,-0.332,3.418,7.874,-2.197
-0.932,0.160,-0.349,-0.488,10.254,-2.502
-0.939,0.160,-0.358,-3.601,11.597,-3.174
-0.955,0.169,-0.351,-5.066,12.268,-3.967
-0.971,0.177,-0.329,-5.798,12.756,-4.333
-0.978,0.192,-0.292,-6.470,12.207,-4.395
-0.978,0.204,-0.251,-6.653,9.460,-3.662
-0.976,0.209,-0.226,-6.165,5.310,-2.625
-0.978,0.216,-0.209,-5.615,0.061,-2.014
-0.976,0.221,-0.218,-5.188,-4.089,-0.549
-0.973,0.230,-0.232,-5.249,-6.226,0.732
-0.967,0.229,-0.250,-5.920,-6.104,0.916
-0.955,0.226,-0.264,-7.019,-4.456,0.732
-0.939,0.215,-0.282,-8.057,-2.197,0.488
-0.924,0.205,-0.292,-8.301,-0.427,0.000
-0.913,0.197,-0.301,-7.080,1.404,0.977
-0.899,0.185,-0.297,-2.014,4.028,2.441
-0.902,0.178,-0.286,-0.488,5.371,3.906
-0.906,0.165,-0.272,-0.244,6.104,4.700
-0.918,0.157,-0.267,0.488,6.836,4.578
-0.933,0.162,-0.265,0.977,6.836,4.028
-0.942,0.172,-0.269,1.831,7.690,3.296
-0.948,0.179,-0.271,2.258,9.705,2.319
-0.948,0.183,-0.265,2.441,12.207,1.648
-0.944,0.184,-0.253,2.808,14.038,0.793
-0.932,0.191,-0.229,4.211,14.343,0.061
-0.928,0.191,-0.221,6.226,13.000,-0.244
-0.925,0.197,-0.219,7.324,10.193,0.244
-0.929,0.198,-0.234,7.080,7.019,0.977
-0.935,0.198,-0.249,6.714,5.127,1.770
-0.936,0.195,-0.259,5.981,5.066,1.587
-0.936,0.195,-0.265,4.272,6.042,1.221
-0.938,0.193,-0.267,2.075,7.080,0.610
-0.934,0.189,-0.260,0.488,7.629,0.977
-0.938,0.187,-0.256,-0.305,7.202,1.953
-0.943,0.179,-0.245,-0.488,5.188,2.869
-0.949,0.172,-0.248,-1.343,3.418,3.418
-0.954,0.169,-0.248,-2.991,2.075,3.296
-0.958,0.173,-0.244,-4.089,1.160,2.380
-0.960,0.177,-0.237,-4.028,0.977,2.075
-0.957,0.186,-0.230,-3.723,0.671,1.953
-0.953,0.196,-0.228,-2.625,0.061,2.136
-0.951,0.204,-0.230,-1.526,-0.916,2.197
-0.945,0.206,-0.236,-1.038,-1.099,1.831
-0.938,0.202,-0.247,-1.343,-0.793,1.282
-0.935,0.207,-0.256,-1.892,-0.122,1.343
-0.927,0.201,-0.264,-1.221,0.061,1.587
-0.926,0.193,-0.270,-0.244,0.671,2.380

-0.062,-0.326,2.642,-8.362,-101.624,7.690
-0.074,-0.378,2.668,-24.780,-129.944,-3.906
-0.077,-0.314,2.627,-39.368,-157.104,-20.752
-0.040,-0.232,2.547,-48.096,-182.007,-36.499
0.007,-0.139,2.468,-50.659,-202.026,-45.288
0.088,-0.039,2.512,-46.509,-214.783,-46.570
0.111,-0.014,2.587,-35.522,-223.633,-43.396
0.150,-0.012,2.609,-28.870,-235.657,-39.429
0.214,0.015,2.607,-31.677,-254.089,-38.757
0.286,0.014,2.512,-39.185,-275.635,-40.405
0.344,0.011,2.288,-46.509,-296.387,-41.809
0.423,0.029,2.053,-50.964,-315.491,-42.419
0.498,0.082,1.910,-49.805,-330.505,-41.443
0.476,0.056,1.678,-43.701,-339.966,-38.879
0.473,0.046,1.392,-42.419,-350.647,-36.926
0.495,0.067,1.140,-43.274,-363.159,-38.635
0.547,0.120,0.980,-41.382,-370.422,-41.077
0.567,0.133,0.768,-37.109,-371.033,-40.344
0.613,0.184,0.550,-33.569,-372.742,-37.354
0.758,0.316,0.490,-29.846,-375.916,-33.386
0.771,0.330,0.342,-21.240,-375.671,-27.954
0.793,0.418,0.168,-18.677,-377.625,-20.386
0.880,0.511,0.069,-21.790,-384.583,-13.428
0.845,0.466,-0.212,-22.400,-392.578,-6.836
0.860,0.434,-0.631,-30.029,-406.128,1.099
0.940,0.299,-1.175,-42.664,-419.983,7.935
0.979,0.088,-1.876,-59.937,-424.744,13.550
0.940,-0.144,-2.620,-89.722,-413.513,16.296
0.805,-0.416,-3.261,-117.615,-380.554,17.944
0.639,-0.659,-3.691,-125.183,-322.693,20.142
0.359,-0.729,-3.953,-97.351,-235.107,22.583
0.249,-0.811,-3.764,-33.081,-107.117,27.100
0.016,-0.717,-3.272,-7.019,44.434,48.462
-0.303,-0.616,-2.075,-20.264,167.053,67.627
-0.745,-0.375,-0.816,-25.452,182.495,62.134
-0.888,-0.281,0.101,36.621,144.165,34.729
-1.070,-0.089,0.638,110.779,102.051,16.724
-1.351,0.182,0.842,132.324,64.148,7.263
-1.403,0.314,0.864,104.126,39.368,-4.578
-1.385,0.353,0.761,60.425,27.039,-14.160
-1.348,0.365,0.569,27.649,17.273,-23.376
-1.253,0.335,0.313,12.207,6.104,-32.715
-1.141,0.310,0.044,4.944,-3.784,-36.499
-1.055,0.289,-0.199,1.831,-7.935,-32.043
-0.987,0.254,-0.354,5.493,-3.601,-21.240
-0.929,0.193,-0.405,15.381,7.385,-8.118
-0.898,0.143,-0.369,24.902,23.132,4.333
-0.890,0.101,-0.301,29.114,36.072,15.564
-0.890,0.060,-0.213,24.048,43.884,22.339
-0.929,0.048,-0.106,10.193,47.302,24.231
-0.981,0.060,0.004,-2.869,47.058,22.888
-1.024,0.078,0.095,-9.888,44.067,18.677
-1.050,0.096,0.194,-15.259,40.466,14.099
-1.056,0.138,0.309,-16.968,35.034,10.925
-1.051,0.145,0.386,-13.367,28.442,8.179
-1.042,0.137,0.417,-9.521,19.531,5.249
-1.029,0.136,0.388,-7.874,7.874,2.380
-1.010,0.130,0.333,-7.507,-4.639,-1.099
-0.993,0.122,0.241,-7.385,-15.625,-3.113
-0.966,0.116,0.124,-7.446,-24.719,-3.967
-0.952,0.115,0.000,-7.751,-31.799,-4.700
-0.946,0.120,-0.117,-7.935,-35.767,-5.005
-0.936,0.113,-0.206,-8.179,-33.752,-5.005
-0.940,0.109,-0.265,-8.484,-26.489,-4.883
-0.941,0.115,-0.271,-8.057,-16.174,-4.211
-0.954,0.121,-0.237,-5.493,-5.615,-2.808
-0.956,0.126,-0.167,-1.770,2.441,-1.404
-0.970,0.138,-0.104,1.831,7.507,0.549
-0.988,0.147,-0.042,3.601,8.728,2.380
-1.002,0.152,-0.006,3.479,7.629,3.296
-1.020,0.154,0.012,3.601,5.615,3.479
-1.029,0.156,0.011,3.967,3.906,3.479
-1.035,0.156,0.004,3.784,2.747,3.357
-1.030,0.151,-0.008,3.723,2.686,3.296
-1.017,0.146,-0.028,4.395,2.808,3.479
-0.998,0.144,-0.049,5.676,1.770,3.052
-0.978,0.143,-0.071,6.897,0.610,2.197
-0.955,0.145,-0.080,7.629,0.488,1.343
-0.949,0.142,-0.086,6.653,1.282,0.427
-0.941,0.143,-0.089,4.333,1.526,-0.244
-0.939,0.146,-0.093,3.479,1.709,0.427
-0.947,0.142,-0.081,4.150,2.075,0.793
-0.954,0.137,-0.065,3.723,3.723,1.526
-0.956,0.126,-0.040,2.136,5.554,1.953
-0.962,0.121,-0.026,-0.183,6.714,1.892
-0.964,0.120,-0.013,-2.502,7.874,1.160
-0.969,0.117,-0.004,-3.967,8.362,1.038
-0.976,0.112,-0.007,-5.188,7.568,0.977
-0.980,0.107,-0.006,-6.226,5.493,1.221
-0.991,0.109,-0.010,-6.348,3.052,1.404
-0.999,0.111,-0.006,-5.371,0.671,1.221
-1.007,0.118,-0.005,-5.005,-0.977,1.038
-1.009,0.132,-0.000,-5.615,-1.953,1.221
-1.012,0.138,0.003,-5.554,-2.197,1.099
-1.009,0.145,0.001,-5.188,-2.258,1.038
-1.000,0.150,-0.014,-4.822,-2.258,1.221
-0.996,0.150,-0.031,-3.845,-2.441,1.831
-0.991,0.153,-0.052,-2.563,-2.441,2.014
-0.983,0.153,-0.069,-1.404,-1.648,2.625
-0.979,0.147,-0.077,-1.038,-0.183,3.662
-0.975,0.136,-0.084,-0.549,1.465,4.150
-0.974,0.131,-0.084,-0.061,2.136,4.456
-0.972,0.124,-0.084,1.282,2.441,4.761
-0.973,0.120,-0.082,2.075,3.113,4.761
-0.978,0.119,-0.074,1.038,4.761,4.395
-0.982,0.123,-0.055,-0.671,6.897,3.235
-0.986,0.127,-0.031,-2.014,8.850,2.441
-0.984,0.129,-0.015,-1.465,9.888,2.014
-0.982,0.129,-0.008,-0.366,9.766,2.075
-0.975,0.122,-0.006,0.061,8.911,2.075
-0.971,0.114,-0.006,-0.305,8.301,2.319
-0.967,0.110,-0.011,-0.122,7.507,2.319
-0.968,0.106,-0.018,0.305,6.897,2.441
-0.966,0.101,-0.022,0.793,6.165,2.502
-0.973,0.099,-0.016,0.488,5.676,2.197
-0.981,0.098,-0.007,-1.282,5.737,1.343
-0.988,0.105,-0.005,-2.747,5.737,0.610
-0.990,0.111,-0.006,-1.831,4.944,0.244
-0.989,0.120,-0.011,0.000,3.723,0.183

0.274,-0.198,2.423,-38.696,-97.961,-3.052
0.300,-0.176,2.589,-44.922,-120.667,-8.728
0.335,-0.141,2.738,-51.636,-149.658,-15.259
0.383,-0.138,2.812,-60.425,-186.890,-21.729
0.414,-0.136,2.829,-67.627,-228.333,-28.198
0.399,-0.147,2.770,-67.749,-269.348,-32.959
0.355,-0.145,2.621,-60.486,-307.922,-36.804
0.320,-0.113,2.392,-52.551,-341.797,-42.480
0.330,-0.039,2.259,-50.049,-367.249,-49.438
0.316,-0.030,2.141,-52.185,-382.324,-51.758
0.264,-0.032,1.980,-56.030,-391.602,-50.964
0.202,-0.034,1.789,-58.289,-404.297,-50.110
0.197,-0.042,1.563,-53.589,-423.889,-52.063
0.217,0.023,1.355,-45.349,-442.871,-54.504
0.212,0.075,1.125,-36.682,-468.689,-53.589
0.251,0.132,0.675,-33.142,-461.792,-50.171
0.304,0.178,0.485,-33.020,-462.585,-44.617
0.356,0.219,0.226,-31.494,-458.618,-38.391
0.399,0.288,-0.065,-31.494,-452.942,-32.471
0.466,0.402,-0.250,-34.607,-439.941,-26.672
0.499,0.395,-0.414,-40.771,-411.316,-19.104
0.484,0.372,-0.557,-50.842,-377.563,-7.935
0.507,0.343,-0.668,-58.350,-353.027,3.296
0.539,0.259,-0.764,-59.448,-334.839,12.146
0.580,0.150,-0.959,-57.800,-318.787,20.264
0.629,0.068,-1.203,-60.547,-307.983,26.917
0.680,-0.045,-1.522,-65.491,-300.049,30.823
0.682,-0.166,-1.932,-68.665,-289.246,31.738
0.635,-0.293,-2.327,-72.754,-264.221,30.945
0.514,-0.414,-2.709,-76.172,-212.219,31.067
0.374,-0.475,-2.998,-76.477,-124.084,37.170
0.165,-0.434,-2.997,-71.655,-4.700,45.898
-0.144,-0.513,-2.155,-52.063,96.680,49.194
-0.414,-0.432,-1.098,-25.574,116.943,41.138
-0.614,-0.412,-0.303,24.292,99.365,22.095
-0.896,-0.310,0.134,71.167,78.003,6.531
-1.166,-0.066,0.276,81.482,54.626,-3.540
-1.283,0.095,0.331,65.369,38.818,-14.526
-1.372,0.167,0.347,47.729,32.715,-22.888
-1.347,0.247,0.323,32.898,28.992,-28.931
-1.243,0.322,0.228,23.560,24.109,-32.593
-1.109,0.380,0.076,19.409,17.090,-32.654
-0.991,0.391,-0.093,23.376,10.620,-28.870
-0.899,0.327,-0.315,33.997,8.423,-22.461
-0.856,0.282,-0.426,25.635,10.193,-13.184
-0.870,0.265,-0.404,0.244,11.353,-3.296
-0.905,0.223,-0.306,-15.930,11.475,5.432
-0.944,0.182,-0.205,-20.874,8.545,11.963
-0.994,0.152,-0.122,-21.729,5.249,16.907
-1.034,0.125,-0.073,-22.766,2.991,19.165
-1.068,0.100,-0.061,-23.499,3.174,18.555
-1.094,0.083,-0.042,-20.569,3.418,14.526
-1.092,0.066,-0.036,-14.954,3.113,8.850
-1.062,0.064,-0.052,-10.925,3.052,3.357
-1.028,0.064,-0.081,-8.728,0.916,-0.122
-0.995,0.076,-0.113,-6.775,-2.014,-2.441
-0.959,0.091,-0.143,-4.944,-4.700,-3.296
-0.938,0.107,-0.167,-2.502,-7.812,-3.296
-0.925,0.128,-0.177,0.000,-10.071,-2.747
-0.924,0.137,-0.183,1.587,-10.681,-2.258
-0.925,0.144,-0.195,1.648,-9.521,-1.526
-0.927,0.152,-0.214,1.221,-7.690,-0.916
-0.924,0.155,-0.234,0.122,-5.127,-0.916
-0.921,0.159,-0.248,-1.099,-2.441,-1.038
-0.919,0.150,-0.257,-1.160,0.671,-1.465
-0.920,0.144,-0.242,-1.404,3.967,-1.343
-0.930,0.145,-0.216,-1.282,6.287,-0.366
-0.932,0.144,-0.196,-0.122,6.836,1.282
-0.942,0.142,-0.191,2.625,5.737,2.625
-0.958,0.141,-0.198,5.859,4.333,3.174
-0.970,0.138,-0.206,8.301,3.357,2.991
-0.978,0.141,-0.217,9.888,3.662,1.587
-0.984,0.144,-0.225,10.315,5.188,-0.671
-0.981,0.147,-0.223,9.521,7.141,-2.258
-0.982,0.153,-0.211,8.545,8.911,-3.296
-0.980,0.157,-0.191,7.874,10.254,-4.272
-0.978,0.159,-0.174,6.470,10.559,-4.578
-0.972,0.158,-0.162,4.700,9.216,-3.723
