-0.903,1.732,-0.157,-12.390,1.709,-90.515
-0.924,1.834,-0.188,-19.043,2.075,-74.524
-0.938,1.869,-0.210,-13.428,6.104,-50.842
-0.943,1.847,-0.218,-2.563,13.550,-24.719
-0.951,1.797,-0.214,5.371,23.010,-0.305
-0.953,1.737,-0.177,6.104,32.715,20.264
-0.949,1.685,-0.117,-0.427,40.588,36.133
-0.950,1.659,-0.064,-11.475,44.739,47.363
-0.950,1.653,-0.009,-27.344,46.570,55.420
-0.951,1.659,0.049,-47.607,46.753,62.866
-0.960,1.652,0.118,-68.542,44.922,70.923
-0.960,1.606,0.186,-84.839,41.321,80.933
-0.967,1.524,0.238,-93.140,36.743,94.299
-0.970,1.408,0.272,-92.834,31.982,110.779
-0.964,1.263,0.288,-87.646,27.405,127.686
-0.964,1.090,0.300,-82.153,22.705,144.043
-0.955,0.937,0.313,-79.407,17.700,157.715
-0.934,0.800,0.337,-80.933,13.916,168.457
-0.893,0.665,0.387,-85.571,10.803,178.589
-0.843,0.498,0.453,-91.492,7.812,189.453
-0.787,0.307,0.529,-95.154,4.578,200.012
-0.723,0.105,0.590,-92.529,-0.244,209.229
-0.655,-0.130,0.621,-85.022,-6.836,217.896
-0.599,-0.367,0.617,-76.355,-15.442,224.976
-0.549,-0.584,0.565,-65.247,-25.024,228.821
-0.513,-0.754,0.488,-51.147,-33.875,228.149
-0.480,-0.854,0.375,-34.912,-39.795,222.290
-0.445,-0.889,0.250,-18.860,-41.870,213.379
-0.419,-0.902,0.143,-5.127,-40.344,203.918
-0.395,-0.912,0.060,0.916,-37.781,193.665
-0.371,-0.943,0.006,-2.930,-35.767,181.396
-0.354,-0.999,-0.023,-16.541,-35.522,167.480
-0.355,-1.083,-0.056,-35.950,-37.476,152.283
-0.356,-1.135,-0.097,-55.786,-41.199,135.376
-0.369,-1.148,-0.164,-70.007,-42.969,117.981
-0.380,-1.146,-0.230,-77.637,-40.894,101.013
-0.402,-1.113,-0.283,-80.750,-34.851,87.463
-0.427,-1.096,-0.302,-76.843,-26.184,77.515
-0.445,-1.132,-0.315,-66.223,-15.198,68.481
-0.487,-1.002,-0.262,-57.373,-2.319,62.927
-0.542,-0.995,-0.195,-47.302,3.845,63.843
-0.559,-1.060,-0.137,-31.372,9.521,48.401
-0.604,-1.048,-0.119,-21.851,18.616,37.354
-0.645,-1.047,-0.066,-17.212,21.179,28.992
-0.676,-1.032,-0.006,-16.235,18.494,19.226
-0.709,-1.021,0.012,-14.526,16.235,12.573
-0.739,-1.015,0.017,-11.047,13.489,7.385
-0.760,-1.001,-0.012,-8.484,11.475,2.258
-0.802,-0.971,-0.011,-7.629,11.230,-2.869
-0.827,-0.927,0.002,-8.484,9.033,-7.874
-0.846,-0.867,0.009,-11.292,8.118,-12.756
-0.867,-0.805,0.025,-12.756,8.301,-16.968
-0.891,-0.746,0.034,-10.620,7.751,-20.691
-0.912,-0.692,0.047,-6.409,6.165,-23.071
-0.923,-0.650,0.046,-2.136,5.005,-24.414
-0.936,-0.617,0.050,1.953,4.089,-25.940
-0.942,-0.585,0.048,5.432,2.075,-26.917
-0.950,-0.550,0.024,5.737,0.610,-27.161
-0.960,-0.528,0.016,4.761,-0.061,-27.771
-0.959,-0.511,0.019,5.005,-2.136,-28.748
-0.956,-0.489,0.017,6.409,-3.540,-29.053
-0.953,-0.463,0.016,9.155,-3.967,-29.785
-0.947,-0.439,0.006,11.475,-4.150,-29.785
-0.941,-0.415,-0.000,11.841,-3.906,-29.297
-0.938,-0.397,-0.007,10.864,-3.235,-27.832
-0.928,-0.376,-0.010,8.667,-2.747,-25.635
-0.923,-0.373,-0.009,5.493,-2.258,-22.217
-0.918,-0.377,-0.005,3.540,-1.709,-18.921
-0.918,-0.386,-0.002,3.540,-0.732,-15.991
-0.915,-0.388,-0.000,4.700,0.061,-14.343
-0.913,-0.386,0.004,5.432,0.793,-13.855
-0.914,-0.385,0.012,5.554,1.099,-13.977
-0.910,-0.386,0.023,5.920,1.099,-14.221
-0.907,-0.384,0.031,6.409,0.732,-14.587
-0.911,-0.367,0.036,6.653,0.183,-14.771
-0.912,-0.344,0.036,6.348,-0.732,-14.465
-0.915,-0.329,0.021,4.272,-0.977,-13.733
-0.930,-0.321,0.022,1.038,-1.221,-12.207
-0.935,-0.322,0.011,-0.610,-1.892,-9.827
-0.939,-0.326,-0.001,-0.122,-1.404,-7.019
-0.940,-0.336,-0.018,2.014,-0.610,-3.967
-0.938,-0.348,-0.028,5.066,0.183,-1.221
-0.936,-0.368,-0.036,7.385,1.221,1.526
-0.932,-0.390,-0.036,7.263,1.587,3.357
-0.930,-0.410,-0.029,5.066,1.465,4.395
-0.928,-0.426,-0.029,1.953,0.977,4.272
-0.926,-0.439,-0.024,-1.160,-0.122,2.625
-0.923,-0.442,-0.021,-3.723,-1.282,0.610
-0.922,-0.439,-0.020,-4.578,-2.502,-0.854
-0.922,-0.437,-0.030,-2.747,-2.808,-1.648
-0.920,-0.433,-0.042,0.183,-2.502,-1.953
-0.923,-0.431,-0.050,2.258,-1.953,-2.197
-0.925,-0.427,-0.055,3.174,-1.160,-2.258
-0.925,-0.423,-0.052,3.174,-0.244,-2.197
-0.922,-0.420,-0.044,2.930,0.732,-1.831
-0.922,-0.420,-0.033,2.136,1.343,-1.587
-0.923,-0.428,-0.023,0.977,1.465,-1.343
-0.922,-0.434,-0.016,0.122,1.160,-0.977
-0.922,-0.437,-0.013,-0.122,0.977,-1.160
-0.924,-0.440,-0.015,0.305,0.854,-1.587
-0.921,-0.438,-0.013,0.549,0.488,-2.136
-0.923,-0.433,-0.010,0.183,0.183,-2.808
-0.923,-0.423,-0.005,-0.305,-0.061,-3.479
-0.927,-0.411,-0.000,-0.671,-0.488,-4.211
-0.930,-0.398,0.001,-1.038,-1.160,-4.700
-0.934,-0.390,0.001,-1.038,-1.770,-4.639
-0.935,-0.386,-0.002,-0.366,-2.258,-3.906
-0.936,-0.390,-0.002,0.549,-2.441,-2.747
-0.939,-0.400,-0.003,1.282,-2.625,-1.404
-0.937,-0.410,-0.003,1.770,-2.563,-0.671
-0.933,-0.420,-0.005,2.075,-2.502,-0.427
-0.928,-0.427,-0.008,2.014,-2.563,-0.732
-0.924,-0.430,-0.013,2.014,-2.869,-1.099
-0.924,-0.429,-0.020,2.136,-3.174,-1.587
-0.922,-0.425,-0.022,2.441,-2.991,-2.258
-0.922,-0.419,-0.028,2.258,-2.686,-2.686
-0.921,-0.416,-0.031,1.099,-2.747,-2.991
-0.919,-0.414,-0.033,-0.488,-2.747,-3.174
-0.918,-0.417,-0.034,-1.343,-2.441,-3.113
#
-1.036,1.918,0.141,31.982,8.972,-131.653
-1.074,2.182,0.125,10.437,-0.244,-120.300
-1.102,2.373,0.070,1.282,-9.094,-97.900
-1.126,2.443,-0.001,0.244,-17.212,-64.209
-1.141,2.381,-0.093,5.493,-22.949,-24.841
-1.143,2.245,-0.181,12.939,-25.024,11.597
-1.137,2.074,-0.261,15.503,-22.888,41.382
-1.128,1.911,-0.322,7.935,-17.334,62.866
-1.105,1.759,-0.342,-9.338,-8.606,76.294
-1.079,1.640,-0.326,-32.471,1.404,84.595
-1.044,1.565,-0.287,-55.298,11.475,90.088
-1.011,1.524,-0.237,-72.998,20.935,95.337
-0.973,1.471,-0.177,-84.656,29.236,102.966
-0.945,1.382,-0.105,-91.614,36.255,113.770
-0.920,1.248,-0.028,-93.323,40.894,126.221
-0.913,1.086,0.046,-90.088,42.969,138.489
-0.911,0.915,0.121,-84.167,41.809,148.743
-0.896,0.752,0.190,-78.979,37.781,157.043
-0.873,0.601,0.256,-77.881,32.654,163.452
-0.845,0.450,0.323,-82.520,27.283,169.495
-0.806,0.293,0.373,-89.844,22.217,175.293
-0.769,0.139,0.425,-94.360,18.982,181.213
-0.719,-0.019,0.442,-93.384,16.663,186.951
-0.668,-0.185,0.461,-88.196,15.381,191.589
-0.620,-0.364,0.484,-82.397,14.832,195.374
-0.570,-0.531,0.511,-77.332,14.771,196.655
-0.524,-0.687,0.552,-71.777,13.611,194.214
-0.484,-0.820,0.571,-64.636,10.437,187.683
-0.448,-0.910,0.567,-55.542,5.371,177.551
-0.416,-0.958,0.523,-42.358,-1.038,166.626
-0.404,-0.966,0.447,-25.391,-7.324,155.945
-0.410,-0.976,0.337,-12.390,-12.573,145.386
-0.417,-0.980,0.234,-11.963,-18.250,133.362
-0.427,-0.997,0.151,-22.278,-24.048,120.117
-0.439,-1.007,0.097,-36.377,-27.893,105.713
-0.456,-0.998,0.068,-47.363,-27.710,91.248
-0.480,-0.964,0.051,-51.575,-23.743,77.759
-0.502,-0.920,0.049,-49.683,-18.372,67.566
-0.517,-0.880,0.052,-42.969,-13.428,61.157
-0.531,-0.860,0.060,-33.997,-9.155,57.312
-0.574,-0.862,0.067,-23.132,-6.836,55.237
-0.583,-0.807,0.147,-8.606,-9.521,57.434
-0.577,-0.890,0.094,15.259,-11.414,53.101
-0.622,-0.914,0.065,30.029,-7.019,46.021
-0.643,-1.028,0.028,27.466,-6.470,44.312
-0.657,-1.023,0.031,15.137,-9.766,37.598
-0.665,-1.063,0.042,5.554,-13.000,25.208
-0.673,-1.179,0.076,-8.118,-13.367,16.113
-0.705,-1.187,0.116,-15.991,-17.456,5.188
-0.686,-1.189,0.093,-11.047,-16.846,-6.897
-0.733,-1.151,0.093,-2.869,-16.052,-17.029
-0.784,-1.063,0.116,2.563,-17.029,-24.536
-0.820,-0.970,0.092,-0.305,-14.954,-29.175
-0.868,-0.872,0.090,-7.996,-13.794,-31.677
-0.905,-0.783,0.090,-11.536,-15.686,-32.166
-0.934,-0.694,0.063,-6.470,-16.113,-32.043
-0.948,-0.586,0.018,3.052,-14.648,-31.250
-0.966,-0.477,-0.031,13.184,-10.559,-30.090
-0.998,-0.403,-0.030,22.217,-9.277,-28.870
-0.994,-0.344,-0.050,22.705,-7.874,-25.085
-0.998,-0.328,-0.050,19.531,-5.432,-21.179
-0.991,-0.325,-0.050,18.005,-3.418,-17.456
-0.984,-0.337,-0.041,18.127,-1.221,-13.489
-0.974,-0.358,-0.036,17.395,0.183,-10.376
-0.954,-0.382,-0.028,15.503,1.099,-7.690
-0.934,-0.410,-0.020,14.343,1.404,-5.127
-0.911,-0.423,-0.021,14.221,1.587,-3.235
-0.887,-0.450,-0.020,13.611,1.892,-1.831
-0.875,-0.480,-0.015,11.536,2.747,-0.977
-0.869,-0.505,-0.005,9.033,3.296,-1.282
-0.869,-0.517,0.003,6.775,3.540,-3.113
-0.877,-0.508,0.020,4.211,3.967,-6.226
-0.881,-0.486,0.040,1.892,3.845,-10.071
-0.888,-0.455,0.054,0.549,3.967,-13.855
-0.892,-0.425,0.076,0.671,3.662,-16.296
-0.891,-0.406,0.083,2.075,2.930,-17.517
-0.901,-0.394,0.078,4.517,2.869,-17.334
-0.906,-0.386,0.070,6.714,2.930,-16.785
-0.917,-0.377,0.061,7.935,2.319,-15.930
-0.924,-0.365,0.054,7.263,1.465,-15.564
-0.929,-0.350,0.057,4.639,0.305,-15.137
-0.938,-0.337,0.058,2.075,-1.221,-14.038
-0.941,-0.337,0.053,-0.244,-3.113,-12.268
-0.943,-0.345,0.043,-1.526,-4.883,-9.949
-0.947,-0.357,0.025,-1.099,-5.798,-6.775
-0.948,-0.364,0.003,0.061,-5.676,-4.395
-0.957,-0.375,-0.001,0.671,-5.310,-3.296
-0.949,-0.363,-0.004,-0.488,-4.883,-2.563
-0.951,-0.366,0.004,-1.648,-3.601,-2.197
-0.947,-0.382,0.013,-1.099,-3.418,-2.380
-0.949,-0.390,0.021,0.061,-3.784,-2.075
-0.946,-0.401,0.020,1.587,-4.272,-2.075
-0.946,-0.411,0.011,3.540,-4.456,-2.258
-0.946,-0.419,-0.001,5.371,-4.639,-2.808
-0.943,-0.422,-0.011,6.226,-4.456,-3.357
-0.940,-0.418,-0.015,5.676,-4.211,-4.211
-0.937,-0.422,-0.015,3.845,-3.906,-5.127
-0.932,-0.429,-0.009,1.099,-3.784,-5.432
-0.928,-0.433,0.000,-0.366,-3.906,-5.310
-0.929,-0.431,0.001,0.610,-3.906,-5.188
-0.932,-0.424,0.000,2.136,-3.784,-5.310
-0.935,-0.418,0.000,3.052,-3.357,-5.249
